Job Title,Department,Age,Gender,Marital Status,Years of Service,Mode of Exit,Date of Exit,Reasons For Exit,Salary,Status
Network Engineer,Project Management,26,Male,Single,1,,,,180.29,0
Telecom Technician,Customer Service,48,Male,Single,3,,,,327.38,0
Network Engineer,Human Resources,35,Female,Single,4,,,,310.0,0
Sales Executive,Human Resources,41,Female,Married,4,,,,309.29,0
Network Engineer,Customer Service,46,Male,Married,4,,,,130.17,0
Billing Specialist,Customer Service,30,Male,Married,8,,,,548.79,0
Software Developer,IT & Software,39,Male,Single,5,,,,560.29,0
Data Scientist,Customer Service,25,Female,Single,3,,,,445.83,0
Marketing Analyst,Network Operations,45,Female,Married,3,,,,438.92,0
Software Developer,Human Resources,60,Male,Married,4,Retirement,8/24/2024,Pursuing education,452.0,1
Customer Support Agent,Billing,39,Male,Single,2,Resignation,2/18/2024,Career growth,546.0833333,1
Telecom Technician,Data Analytics,46,Male,Married,7,,,,440.04,0
Project Manager,Project Management,51,Male,Single,7,,,,430.0,0
Data Scientist,Sales & Marketing,43,Female,Single,3,,,,259.38,0
Telecom Technician,Customer Service,25,Female,Single,3,,,,661.5,0
Data Scientist,Human Resources,23,Male,Single,2,,,,302.33,0
Telecom Technician,Network Operations,47,Female,Married,7,,,,268.92,0
Project Manager,IT & Software,41,Male,Single,8,,,,337.38,0
Marketing Analyst,Data Analytics,48,Female,Married,3,,,,552.88,0
Project Manager,Network Operations,36,Male,Single,8,,,,328.17,0
Billing Specialist,Human Resources,42,Female,Married,4,,,,261.5,0
Data Scientist,Network Operations,27,Female,Married,7,,,,218.38,0
Product Manager,Project Management,47,Male,Single,3,,,,150.88,0
Product Manager,Network Operations,29,Male,Single,2,,,,411.88,0
Telecom Technician,Project Management,46,Male,Single,4,,,,360.5,0
Telecom Technician,Field Operations,23,Female,Married,4,,,,377.29,0
Data Scientist,Billing,47,Male,Married,2,Resignation,1/21/2025,Better opportunity,162.5,1
IT Support Engineer,Sales & Marketing,34,Female,Single,8,,,,291.08,0
Telecom Technician,Project Management,54,Female,Single,8,,,,312.0,0
Data Scientist,Billing,56,Male,Married,8,,,,422.42,0
Marketing Analyst,Project Management,30,Male,Single,5,,,,379.04,0
HR Specialist,Data Analytics,60,Female,Married,10,Retirement,1/28/2025,Work-life balance,357.75,1
Data Scientist,Billing,28,Female,Married,7,,,,342.29,0
Project Manager,IT & Software,43,Female,Single,7,Termination,5/21/2024,End of service,369.0416667,1
Billing Specialist,Data Analytics,34,Female,Single,3,,,,306.13,0
Data Scientist,Network Operations,30,Female,Married,3,,,,445.5,0
Data Scientist,Human Resources,29,Male,Married,8,,,,240.33,0
Sales Executive,Customer Service,39,Male,Married,4,,,,282.5,0
Project Manager,Data Analytics,48,Male,Married,7,,,,339.54,0
Data Scientist,Project Management,50,Male,Married,3,,,,180.63,0
Product Manager,Project Management,25,Female,Single,6,,,,428.29,0
Network Engineer,Billing,23,Male,Single,6,,,,439.25,0
Customer Support Agent,Sales & Marketing,48,Male,Married,6,,,,485.63,0
Product Manager,IT & Software,42,Male,Single,5,Termination,4/18/2022,Policy violation,493.25,1
Project Manager,Human Resources,56,Male,Married,3,,,,482.29,0
Customer Support Agent,IT & Software,36,Female,Single,8,,,,348.63,0
Data Scientist,Billing,35,Male,Married,6,,,,338.33,0
Project Manager,Human Resources,60,Male,Single,1,Retirement,9/25/2023,End of service,365.4166667,1
HR Specialist,Human Resources,58,Male,Married,7,,,,324.25,0
Software Developer,Customer Service,60,Female,Single,5,Retirement,4/4/2023,Pursuing education,207.8333333,1
Billing Specialist,Project Management,25,Female,Single,8,,,,291.29,0
Telecom Technician,IT & Software,56,Male,Married,2,,,,593.5,0
Data Scientist,Field Operations,44,Male,Single,2,,,,132.0,0
Data Scientist,Sales & Marketing,28,Female,Single,4,,,,300.54,0
Network Engineer,Project Management,51,Male,Married,3,,,,303.08,0
Product Manager,Sales & Marketing,29,Male,Single,5,Termination,7/19/2024,Work-life balance,292.0416667,1
HR Specialist,Customer Service,35,Male,Married,6,,,,261.13,0
Telecom Technician,Network Operations,46,Female,Married,4,,,,378.0,0
Telecom Technician,Data Analytics,31,Male,Married,3,,,,301.17,0
Sales Executive,Sales & Marketing,34,Female,Married,7,Resignation,10/16/2023,Work-life balance,158.3333333,1
Billing Specialist,Human Resources,26,Female,Married,7,,,,205.75,0
Marketing Analyst,IT & Software,30,Female,Single,4,,,,192.33,0
Sales Executive,Sales & Marketing,60,Female,Single,2,Retirement,10/15/2024,Performance issues,168.625,1
IT Support Engineer,Sales & Marketing,23,Male,Single,8,,,,250.13,0
Software Developer,Field Operations,47,Male,Married,4,,,,261.88,0
Software Developer,Billing,28,Male,Single,6,,,,398.04,0
Customer Support Agent,Data Analytics,25,Male,Single,3,,,,395.58,0
Software Developer,Project Management,26,Female,Single,2,Resignation,1/19/2025,End of service,156.125,1
Data Scientist,IT & Software,32,Male,Married,7,,,,265.29,0
Telecom Technician,Billing,58,Female,Married,6,,,,210.92,0
Telecom Technician,Human Resources,25,Female,Married,6,,,,277.83,0
Project Manager,Project Management,50,Male,Married,6,,,,733.54,0
Telecom Technician,Human Resources,57,Female,Married,8,,,,312.33,0
Software Developer,Human Resources,25,Male,Married,5,,,,173.04,0
Billing Specialist,Network Operations,60,Female,Married,2,Retirement,2/23/2024,End of service,591.9166667,1
Customer Support Agent,Customer Service,34,Female,Married,4,,,,290.38,0
Software Developer,IT & Software,46,Female,Single,4,,,,147.75,0
Software Developer,Project Management,23,Male,Single,2,,,,518.29,0
Telecom Technician,Sales & Marketing,22,Female,Married,7,,,,297.38,0
Product Manager,Customer Service,34,Male,Single,8,,,,284.29,0
Customer Support Agent,Network Operations,41,Male,Married,6,,,,187.79,0
Marketing Analyst,Human Resources,25,Male,Single,8,,,,479.63,0
Sales Executive,Sales & Marketing,37,Male,Single,3,,,,157.79,0
HR Specialist,Customer Service,38,Female,Single,7,Termination,1/17/2025,End of service,390.375,1
HR Specialist,IT & Software,32,Female,Single,2,,,,246.83,0
Customer Support Agent,Human Resources,52,Female,Married,8,,,,498.38,0
Telecom Technician,Customer Service,29,Male,Married,2,,,,240.04,0
Telecom Technician,Network Operations,23,Female,Married,8,,,,304.83,0
Network Engineer,Customer Service,25,Male,Married,2,,,,284.0,0
Telecom Technician,Sales & Marketing,55,Male,Single,4,Termination,1/20/2025,Pursuing education,434.8333333,1
Sales Executive,Field Operations,36,Female,Single,6,,,,383.79,0
Billing Specialist,Billing,31,Male,Married,5,,,,368.63,0
Telecom Technician,Project Management,34,Female,Married,4,Resignation,9/25/2023,Policy violation,529.9166667,1
Data Scientist,Project Management,25,Female,Married,8,,,,195.33,0
HR Specialist,Billing,53,Male,Single,2,,,,341.17,0
Product Manager,Field Operations,35,Female,Single,4,Termination,3/30/2023,Personal reasons,222.8333333,1
IT Support Engineer,Data Analytics,38,Male,Married,5,,,,398.67,0
Network Engineer,Human Resources,43,Female,Married,2,,,,310.33,0
Data Scientist,Billing,37,Male,Single,8,,,,331.88,0
Sales Executive,Customer Service,50,Male,Single,6,,,,329.08,0
Telecom Technician,Customer Service,42,Female,Single,1,,,,497.08,0
IT Support Engineer,Sales & Marketing,48,Female,Married,2,,,,166.58,0
Product Manager,Field Operations,60,Male,Married,8,Retirement,12/16/2024,Better opportunity,231.5,1
Data Scientist,Human Resources,50,Female,Married,5,,,,360.92,0
Software Developer,Field Operations,29,Male,Married,4,,,,225.83,0
Network Engineer,Data Analytics,58,Male,Single,8,,,,193.67,0
Data Scientist,Human Resources,42,Male,Single,2,Resignation,8/29/2024,Better opportunity,551.6666667,1
Customer Support Agent,Sales & Marketing,26,Male,Married,8,,,,421.08,0
Marketing Analyst,Field Operations,53,Male,Married,8,,,,232.29,0
Customer Support Agent,Human Resources,60,Female,Married,7,Retirement,11/4/2024,Career growth,439.7916667,1
Marketing Analyst,Project Management,55,Female,Single,5,,,,556.54,0
Marketing Analyst,Sales & Marketing,28,Male,Single,6,,,,273.17,0
Customer Support Agent,Sales & Marketing,45,Female,Married,2,,,,459.17,0
Billing Specialist,Human Resources,33,Female,Married,8,,,,345.25,0
IT Support Engineer,Data Analytics,36,Male,Married,1,,,,365.58,0
IT Support Engineer,Network Operations,24,Male,Single,6,,,,319.17,0
Telecom Technician,IT & Software,60,Male,Single,4,Retirement,4/11/2023,Personal reasons,273.0,1
Marketing Analyst,Project Management,51,Male,Single,6,,,,317.04,0
Network Engineer,Field Operations,40,Male,Single,8,,,,474.17,0
Data Scientist,Project Management,25,Male,Single,8,,,,358.25,0
Customer Support Agent,Customer Service,23,Male,Single,2,,,,415.29,0
Sales Executive,Data Analytics,41,Female,Single,5,,,,178.13,0
Project Manager,Customer Service,40,Male,Married,4,,,,485.83,0
Billing Specialist,Project Management,54,Male,Single,4,,,,462.29,0
Network Engineer,Network Operations,46,Female,Single,8,,,,279.67,0
Sales Executive,Network Operations,49,Female,Single,6,,,,567.63,0
Sales Executive,Network Operations,49,Female,Married,4,,,,484.29,0
Sales Executive,Billing,40,Male,Married,6,,,,399.5,0
IT Support Engineer,Human Resources,52,Female,Single,2,,,,243.08,0
Project Manager,Billing,40,Male,Single,4,,,,393.88,0
Product Manager,Sales & Marketing,35,Male,Single,6,,,,364.83,0
Data Scientist,Sales & Marketing,56,Male,Married,5,,,,314.33,0
Telecom Technician,Network Operations,25,Male,Married,6,,,,371.04,0
IT Support Engineer,Network Operations,50,Female,Single,2,Resignation,10/23/2023,Restructuring,141.9166667,1
Sales Executive,Customer Service,26,Female,Single,2,,,,616.83,0
Data Scientist,Network Operations,56,Male,Single,6,,,,480.25,0
Data Scientist,Human Resources,42,Female,Married,1,Termination,7/7/2024,Work-life balance,495.4166667,1
Marketing Analyst,Project Management,35,Male,Married,8,,,,276.17,0
Marketing Analyst,Field Operations,49,Male,Married,6,,,,449.88,0
HR Specialist,Billing,60,Female,Married,2,Retirement,3/16/2024,Policy violation,318.3333333,1
Product Manager,Project Management,54,Male,Single,5,,,,383.0,0
Sales Executive,Billing,60,Male,Single,9,Retirement,7/24/2024,Performance issues,340.7916667,1
Customer Support Agent,Sales & Marketing,54,Female,Single,6,,,,328.25,0
Billing Specialist,Human Resources,31,Male,Married,5,,,,302.25,0
HR Specialist,Network Operations,33,Male,Single,1,Termination,8/20/2024,Pursuing education,466.7916667,1
Marketing Analyst,Data Analytics,33,Female,Single,1,,,,597.25,0
HR Specialist,Sales & Marketing,27,Female,Married,3,,,,213.25,0
Network Engineer,Billing,48,Male,Single,2,,,,353.38,0
Data Scientist,Billing,36,Male,Married,5,,,,624.67,0
Network Engineer,Billing,25,Male,Single,4,,,,266.54,0
Network Engineer,Network Operations,25,Male,Married,3,,,,137.63,0
Sales Executive,Billing,22,Female,Married,6,Resignation,7/22/2024,Personal reasons,357.0,1
Customer Support Agent,Project Management,32,Female,Single,4,,,,248.42,0
Customer Support Agent,Human Resources,27,Male,Married,5,,,,326.13,0
Project Manager,Customer Service,39,Male,Married,5,Termination,4/12/2023,End of service,186.7916667,1
Network Engineer,Project Management,51,Male,Single,6,,,,489.25,0
Product Manager,Data Analytics,53,Female,Married,8,,,,304.29,0
HR Specialist,Field Operations,54,Female,Married,2,,,,236.88,0
Billing Specialist,IT & Software,45,Male,Single,3,,,,203.13,0
Product Manager,Field Operations,35,Male,Single,6,,,,503.92,0
Telecom Technician,Human Resources,25,Female,Single,3,,,,365.25,0
Customer Support Agent,Project Management,36,Male,Single,3,,,,294.04,0
Data Scientist,Network Operations,60,Male,Single,7,Retirement,9/10/2023,Pursuing education,423.1666667,1
Billing Specialist,Field Operations,23,Female,Married,4,,,,460.79,0
Marketing Analyst,Data Analytics,35,Female,Married,7,Termination,8/14/2023,Performance issues,463.5833333,1
HR Specialist,Human Resources,26,Female,Single,6,,,,349.08,0
Telecom Technician,Project Management,60,Male,Single,4,Resignation,3/1/2024,Career growth,336.0833333,1
Network Engineer,Network Operations,36,Female,Single,7,Termination,6/22/2023,Personal reasons,168.7916667,1
Customer Support Agent,Data Analytics,43,Male,Single,6,,,,369.33,0
Customer Support Agent,Billing,24,Female,Married,8,,,,442.33,0
Telecom Technician,Human Resources,47,Female,Single,4,,,,451.17,0
HR Specialist,Sales & Marketing,60,Male,Married,8,Retirement,6/21/2024,Better opportunity,377.5833333,1
Telecom Technician,Customer Service,47,Male,Single,7,,,,535.13,0
Marketing Analyst,Network Operations,60,Male,Married,10,Retirement,4/28/2023,Career growth,432.0416667,1
Network Engineer,Human Resources,25,Male,Single,6,,,,270.08,0
IT Support Engineer,Sales & Marketing,56,Male,Married,7,,,,143.92,0
Sales Executive,Billing,28,Male,Single,8,,,,221.83,0
Data Scientist,Human Resources,57,Male,Single,5,,,,132.79,0
Billing Specialist,Billing,42,Male,Married,5,,,,380.54,0
HR Specialist,Data Analytics,43,Female,Married,3,,,,140.67,0
Project Manager,Customer Service,43,Male,Married,3,,,,343.83,0
Sales Executive,Billing,42,Male,Married,6,,,,377.13,0
Project Manager,Network Operations,33,Female,Married,3,,,,395.25,0
Data Scientist,Customer Service,56,Female,Married,8,,,,482.92,0
IT Support Engineer,Field Operations,25,Male,Married,2,,,,483.92,0
Customer Support Agent,Customer Service,27,Male,Single,5,,,,307.04,0
Sales Executive,Billing,51,Female,Married,3,,,,550.33,0
Marketing Analyst,Project Management,25,Female,Married,8,,,,394.58,0
Product Manager,Field Operations,30,Male,Married,2,,,,465.63,0
Telecom Technician,Project Management,36,Female,Single,7,,,,455.29,0
Data Scientist,Customer Service,38,Male,Single,4,,,,454.79,0
Product Manager,Human Resources,56,Female,Single,2,,,,194.13,0
Marketing Analyst,Billing,29,Male,Single,8,,,,302.54,0
Sales Executive,Field Operations,59,Male,Single,4,Termination,6/11/2023,Work-life balance,345.5416667,1
Software Developer,Billing,50,Female,Married,4,,,,413.83,0
Data Scientist,Sales & Marketing,36,Male,Single,8,,,,181.04,0
Product Manager,Network Operations,25,Male,Married,4,,,,315.92,0
Billing Specialist,Sales & Marketing,48,Male,Single,1,,,,218.25,0
Network Engineer,Field Operations,32,Male,Married,5,,,,352.88,0
Billing Specialist,Network Operations,52,Male,Married,2,,,,395.13,0
Product Manager,Project Management,25,Female,Married,4,,,,195.33,0
IT Support Engineer,Human Resources,60,Male,Single,3,Retirement,8/15/2023,Personal reasons,175.2916667,1
Telecom Technician,Human Resources,54,Male,Single,2,,,,397.54,0
Project Manager,Billing,52,Female,Married,5,,,,187.17,0
Network Engineer,Field Operations,29,Male,Single,5,,,,275.29,0
Data Scientist,IT & Software,22,Male,Married,2,,,,232.42,0
Telecom Technician,Billing,48,Male,Married,2,,,,194.63,0
Customer Support Agent,Billing,31,Male,Married,4,Resignation,6/22/2024,Restructuring,571.9166667,1
Network Engineer,IT & Software,43,Male,Married,6,,,,356.17,0
Sales Executive,Project Management,38,Female,Single,7,,,,373.0,0
Billing Specialist,IT & Software,34,Female,Married,7,Termination,4/1/2023,Career growth,196.5416667,1
HR Specialist,Customer Service,38,Female,Single,7,,,,322.04,0
Data Scientist,Billing,27,Male,Single,4,Termination,9/29/2023,Personal reasons,332.75,1
Project Manager,Human Resources,25,Female,Single,6,,,,272.63,0
IT Support Engineer,Human Resources,50,Male,Married,2,,,,386.67,0
Software Developer,Network Operations,60,Female,Married,7,Retirement,8/29/2023,End of service,206.6666667,1
Marketing Analyst,Human Resources,28,Male,Married,6,,,,612.58,0
Customer Support Agent,Data Analytics,36,Female,Single,3,,,,436.83,0
Network Engineer,Project Management,54,Male,Married,4,Resignation,8/21/2024,Career growth,449.75,1
HR Specialist,Data Analytics,25,Female,Single,5,,,,485.75,0
Software Developer,Data Analytics,30,Female,Single,2,Resignation,1/26/2025,Personal reasons,173.7916667,1
Telecom Technician,Billing,60,Female,Single,4,Retirement,11/6/2023,Better opportunity,416.6666667,1
Network Engineer,Human Resources,52,Female,Single,4,,,,342.29,0
Customer Support Agent,Human Resources,23,Male,Married,4,,,,494.25,0
HR Specialist,IT & Software,45,Female,Single,1,,,,377.33,0
Project Manager,Human Resources,39,Male,Married,3,Termination,9/8/2023,Personal reasons,205.625,1
Data Scientist,Data Analytics,31,Male,Single,3,,,,415.54,0
IT Support Engineer,Sales & Marketing,31,Female,Single,5,,,,177.63,0
Data Scientist,Project Management,54,Female,Married,4,,,,671.29,0
Product Manager,Human Resources,56,Male,Single,3,Termination,5/17/2023,Career growth,276.1666667,1
Software Developer,Sales & Marketing,35,Male,Married,8,,,,464.5,0
